State,Foil,Rudder,Wing,Config,TWS (km/h),VMG (km/h),BSP (km/h),TWA (deg),LEEWAY (deg),CANT (deg),HEEL (deg),EFF CANT (deg),RH LW (mm),DIFF (deg),AVG (deg),PITCH (deg),CA1 (deg),ROT (deg),CLEW (deg),TWIST (deg),CUNNO (kgf),JibLead (deg),JibSheet (kgf),AWS,AWA+Leeway,AWA-E1,TWSTop,AWSTop,AWA+Leeway Top,AWATop-E1,CA6,AWATop - CA6,AWA-JibLead
H2,LAB2,LARW2,27.5,H2_LAB2_LARW2-27.5m,8,#ERROR!,12.5,125.0,1.0,4.5,-0.4,#ERROR!,,0.0,2.7,-0.3,-35.0,#ERROR!,12.0,10.0,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H2,LAB2,LARW2,27.5,H2_LAB2_LARW2-27.5m,9,#ERROR!,13.0,130.0,0.8,4.5,-0.5,#ERROR!,,0.0,2.7,-0.3,-35.0,#ERROR!,16.0,10.8,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H2,LAB2,LARW2,27.5,H2_LAB2_LARW2-27.5m,10,#ERROR!,14.0,133.0,0.7,4.5,-0.6,#ERROR!,,0.0,2.7,-0.3,-35.0,#ERROR!,18.0,11.0,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H2,LAB2,LARW2,27.5,H2_LAB2_LARW2-27.5m,11,#ERROR!,15.0,135.0,0.6,4.5,-0.7,#ERROR!,,0.0,2.7,-0.4,-35.0,#ERROR!,20.0,11.0,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H2,LAB2,LARW2,27.5,H2_LAB2_LARW2-27.5m,12,#ERROR!,17.0,135.0,0.5,4.5,-0.8,#ERROR!,,0.0,2.7,-0.4,-35.0,#ERROR!,18.0,10.5,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,9,#ERROR!,19.0,104.0,3.0,0.0,-8.0,#ERROR!,,0.0,3.0,-0.5,-35.0,#ERROR!,1.0,6.1,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,10,#ERROR!,20.5,113.0,3.0,0.0,-8.0,#ERROR!,,0.0,3.0,-0.5,-35.0,#ERROR!,2.0,6.9,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,11,#ERROR!,21.6,118.0,3.0,0.0,-8.0,#ERROR!,,0.0,3.0,-0.5,-35.0,#ERROR!,3.5,7.2,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,12,#ERROR!,22.5,122.0,3.0,0.0,-8.0,#ERROR!,,0.0,3.0,-0.5,-35.0,#ERROR!,5.0,7.7,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,13,#ERROR!,23.4,125.0,3.0,0.0,-8.0,#ERROR!,,0.0,3.0,-0.5,-35.0,#ERROR!,6.5,7.9,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1,LAB2,LARW2,27.5,H1_LAB2_LARW2-27.5m,12,#ERROR!,24.3,112.0,2.0,-1.0,-10.0,#ERROR!,,0.0,3.0,-0.8,-35.0,#ERROR!,2.0,8.2,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1,LAB2,LARW2,27.5,H1_LAB2_LARW2-27.5m,13,#ERROR!,25.0,115.0,2.0,-1.0,-10.0,#ERROR!,,0.0,3.0,-0.8,-35.0,#ERROR!,4.0,8.3,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1,LAB2,LARW2,27.5,H1_LAB2_LARW2-27.5m,14,#ERROR!,25.4,117.0,2.0,-1.0,-10.0,#ERROR!,,0.0,3.0,-0.8,-35.0,#ERROR!,6.0,8.6,,10.5,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
