State,Foil,Rudder,Wing,Config,TWS (km/h),VMG (km/h),BSP (km/h),TWA (deg),LEEWAY (deg),CANT (deg),HEEL (deg),EFF CANT (deg),RH LW (mm),DIFF (deg),AVG (deg),PITCH (deg),CA1 (deg),ROT (deg),CLEW (deg),TWIST (deg),CUNNO (kgf),JibLead (deg),JibSheet (kgf),AWS,AWA+Leeway,AWA-E1,TWSTop,AWSTop,AWA+Leeway Top,AWATop-E1,CA6,AWATop - CA6,AWA-JibLead
H2,LAB2,LARW2,27.5,H2_LAB2_LARW2-27.5m,9,#ERROR!,13.5,45.0,3.5,2.0,-2.0,#ERROR!,,0.0,2.7,-0.3,-33.0,#ERROR!,-2.0,7.0,75.0,5.8,300.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H2,LAB2,LARW2,27.5,H2_LAB2_LARW2-27.5m,10,#ERROR!,14.0,42.0,3.5,1.5,-2.5,#ERROR!,,0.0,2.7,-0.3,-33.0,#ERROR!,-2.0,6.5,90.0,5.5,400.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,8,#ERROR!,17.0,60.0,4.5,0.0,-9.0,#ERROR!,,0.0,3.3,-0.5,-33.0,#ERROR!,-4.0,6.5,70.0,5.5,290.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,9,#ERROR!,17.0,55.0,4.5,0.0,-9.0,#ERROR!,,0.0,3.3,-0.5,-33.0,#ERROR!,-4.0,6.8,90.0,5.8,400.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,10,#ERROR!,17.0,51.0,4.5,0.0,-9.0,#ERROR!,,0.0,3.3,-0.5,-33.0,#ERROR!,-4.0,6.9,100.0,6.0,475.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1-2B,LAB2,LARW2,27.5,H1-2B_LAB2_LARW2-27.5m,11,#ERROR!,17.0,48.0,4.5,0.0,-9.0,#ERROR!,,0.0,3.3,-0.5,-33.0,#ERROR!,-4.0,7.1,110.0,6.2,530.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1,LAB2,LARW2,27.5,H1_LAB2_LARW2-27.5m,10,#ERROR!,18.5,53.0,3.0,0.0,-10.0,#ERROR!,,0.0,2.8,-0.8,-34.0,#ERROR!,-4.0,6.0,110.0,5.7,530.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1,LAB2,LARW2,27.5,H1_LAB2_LARW2-27.5m,11,#ERROR!,19.0,50.5,3.0,2.0,-10.0,#ERROR!,,0.0,2.8,-0.8,-34.0,#ERROR!,-4.0,9.0,125.0,5.8,600.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
H1,LAB2,LARW2,27.5,H1_LAB2_LARW2-27.5m,12,#ERROR!,20.0,49.5,3.0,4.0,-10.0,#ERROR!,,0.0,2.8,-0.8,-34.0,#ERROR!,-4.0,11.0,140.0,5.9,650.0,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
